Unnamed: 0,id,UserId,ProductId,Time,Score,Summary,Text,helpful
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Jonathan,53-004484,2016-12-03T00:00:00.000Z,5,great tablet great price,great tablet for a great price and size. Would highly recommend !,True
AVpfpK8KLJeJML43BCuD,AVpfpK8KLJeJML43BCuD,Msvlm05,53-004496,2016-11-05T00:00:00.000Z,5,I love being able ask questions of Alexa,This is a nice item..I can set reminders get news and weather..all by the tap of a button,True
AWK8z0pOIwln0LfXlSxH,AWK8z0pOIwln0LfXlSxH,Lyon7179,B01J24C0TI,2017-12-28T00:00:00.000Z,4,Great for video calling grandparents,Great for video calling grandparents who are not real tech savvy. They also enjoy music on demand.,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Ozzie,53-004484,2016-12-14T00:00:00.000Z,4,Awesome tablet,Great tablet for under $100. HD quality and it works just as good as any tablet.,True
AVqkIdZiv8e3D1O-leaJ,AVqkIdZiv8e3D1O-leaJ,joel,B018Y224PY,2016-12-30T00:00:00.000Z,5,Love it,Love it will recommend it to my friends.Found it to be as good as having a I pad.You can take good photos and face time as well as text.A vary llite tablet that comes in a number of colors.You can also use it out doors because it has a polarizing filter.,True
AVpfpK8KLJeJML43BCuD,AVpfpK8KLJeJML43BCuD,haiisenberg,53-004496,2016-09-23T00:00:00.000Z,4,It's a speaker,It's not bad for the novelty of Alexa. Might as well get the echo. Sound it not bad and I'm no audiophile. Might be good when my echo dots come in. Is it worth it? There are better Bluetooth speakers out there.,False
AVpidLjVilAPnD_xEVpI,AVpidLjVilAPnD_xEVpI,Patrick,53-004648,2017-02-24T00:00:00.000Z,5,Excellent and less expensive alternative to iPad,"I bought this for my daughter who wanted an iPad, but for about half the price she is completely happy with it - she even calls it her iPad. I think I may even buy one for myself to replace my aging iPad.",True
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Randana,53-004683,2017-03-15T00:00:00.000Z,4,Works well and kid friendly,"I love that this is a real adult tablet with kids programming installed. Biggest downfall is that my son has trouble switching from app to app, otherwise I'd give it 5 stars. The pull up menu eat the bottom isn't very responsive to his little hands.",True
AVpfpK8KLJeJML43BCuD,AVpfpK8KLJeJML43BCuD,pneks2001,53-004496,2016-11-18T00:00:00.000Z,4,Works!,Pretty cool kids love it. Always adding things to my grocery list I didn't want.,True
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,AnnieBananie,53-004729,2016-07-04T00:00:00.000Z,5,Great tablet for reading and everything else,Very happy with the HD Fire 16GB. Plenty of memory and easy to navigate. I would definitely recommend this item.,True
AVpftoij1cnluZ0-p5n2,AVpftoij1cnluZ0-p5n2,MasterMan,B00IOYAM4I,2015-08-29T00:00:00.000Z,4,Great for reading,"I purchase this for my wife; it work well but I think that this version es too expensive, the difference is a light",True
AVphPmHuilAPnD_x3E5h,AVphPmHuilAPnD_x3E5h,69chopper,B00IOY8XWQ,2016-05-14T00:00:00.000Z,5,my wife love it,bought this e-reader as a gift for my wife and she loves it,True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Bestbuycustomer1,53-004755,2017-01-06T00:00:00.000Z,4,Great for kids,I got this for my daughter's for Christmas this is a great gift it helps them learn and keep them out of trouble thanks again Best Buy.,True
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,GD23,53-004683,2017-04-15T00:00:00.000Z,4,Kids love it,"Our kids love it and the Amazon unlimited is fantastic with tons of options. However, our kids still fight over usin our grownup tablet bc the screen is larger.",True
AVpfpK8KLJeJML43BCuD,AVpfpK8KLJeJML43BCuD,Jo55,53-004496,2016-08-06T00:00:00.000Z,5,Love it!,I love my tap. It sounds great and is so easy to use.,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,MotivRud,53-004484,2017-02-13T00:00:00.000Z,4,Great tablet,The tablet works just great and the price can't be beat!,True
AVpfpK8KLJeJML43BCuD,AVpfpK8KLJeJML43BCuD,Lafeyette,53-004496,2016-10-08T00:00:00.000Z,5,Great assistant,"I read all reviews about the tap so I decided to try it, I love it. The tap keeps me up to date with weather, news etc. I use it every day.",True
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,itsme303,53-004729,2016-05-20T00:00:00.000Z,4,Great e-reader,"If reading is what you do the most with your tablet, this is good choice!",True
AVqVGZNvQMlgsOJE6eUY,AVqVGZNvQMlgsOJE6eUY,Nibbler,B00ZV9PXP2,2017-03-22T15:18:54.000Z,4,"Easy to use, bare-bones reading device",This is a nice bare-bones reading device. Easy to set up and use. My greatest issue is that it isn't back lit so it can't be used w/o a light on in the room. Returning it an purchasing a paperwhite instead.,True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Miaa,B018Y225IA,2017-01-24T00:00:00.000Z,4,Good for children,"I would like to say that it's a great tablet, just too small(will buy bigger one next time!!)",True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,ahpendo,B010CEHQTG,2017-08-19T00:00:00.000Z,5,Love Alexa!!,Great device. Love Alexa being able to pull up home cameras to view!!,True
AWMjT0WguC1rwyj_rFh3,AWMjT0WguC1rwyj_rFh3,Everedyvette,B06XB29FPF,2018-01-05T00:00:00.000Z,5,Awesome Device,The Echo Plus is an Awesome Device. Lots of information just by speech.,True
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Wifeofrecentespressolover,53-004683,2017-01-23T00:00:00.000Z,5,Great kids tablet,"my 2 year old daughter loves this tablet! I witnessed her drop it once (off the couch to laminate floor) nothing I can tell was affected. I was a little reluctant to buy this for such a young child, but with the way we seem to rely on technology these days, plus the cost, I just had to buy it. my favorite feature is the parental controls that allow me to set times ...not just times that it can be used but for certain content as well! I can set the tablet so when my older kids (10 and 8) log in, they need to complete educational tasks for an allotted amount of time before free play... and the whole thing logs out after a certain time so I don't have to go searching for it in their rooms at night :) great tablet, glad I got the bumper too, great price",True
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Grammie,53-004683,2016-10-02T00:00:00.000Z,2,Kid's Kindle,"I bought this Kindle for my 7 year old grand-daughter. I bought a warranty for it. I bought it in August, I have already had to replace it. The charger connection got loose and was not charging. Well, it has happened again. I will need to exchange it again. The problem is that I have to buy the warranty each time. I was going to buy one for her brothers and sister, but I am now rethinking that.",False
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,mespin09,B010CEHQTG,2017-12-01T00:00:00.000Z,5,Love it,Echo Show does everything from weather to turning on/ off my lights,True
AVqkIj9snnc1JgDc3khU,AVqkIj9snnc1JgDc3khU,Tablet,B01AHB9C1E,2017-02-03T00:00:00.000Z,5,Tab,Easy to use. Very lightweight. Would recommend to anyone,True
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Superfoxusa,53-004683,2016-12-02T00:00:00.000Z,5,Great tablet for children,"What I really like is that you can set up different profiles( boy,girl and myself ) and still you can use any device to play to favorite profile.I bought 2 and kids are very happy.",True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Rmptat65,B018Y225IA,2016-06-03T00:00:00.000Z,4,My daughter loves her new Fire tablet.,"My daughter is totally enjoying her tablet.Recently though, it is not charging correctly. I will come to store to have it looked at.",True
AVpidLjVilAPnD_xEVpI,AVpidLjVilAPnD_xEVpI,Mitchy,53-004648,2017-07-29T00:00:00.000Z,5,Great upgrade from my previous tablet.,I really like the auto on off feature. Volume control could be more ergonomic.,True
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Boss,53-004729,2016-06-25T00:00:00.000Z,5,For my son....,I bought both of my children one of these tablets...they love it.,True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,CarterDeKid,B010CEHQTG,2018-01-18T00:00:00.000Z,5,Need for smart home,"If you’re lik me and trying to update your home into a smart home, this is a must need. I have by my bed side and am able to see the front door",True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,AlliP,53-004484,2017-02-26T00:00:00.000Z,5,Perfect step up from a kindle,Great for my mom who isn't tech savvy. Luv it! :-),True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Iceman,53-004484,2017-03-16T00:00:00.000Z,5,Value for money!,Never thought a tablet at this price could be this good. Totally recommended!,True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Nick,B010CEHQTG,2017-12-27T00:00:00.000Z,2,Needs to be a stand alone device,Needs to be a stand alone device. I should have not required to use a tablet of Cell phone to make it work. Amazon needs to work on the technology on device.,False
AVqkIiKWnnc1JgDc3khH,AVqkIiKWnnc1JgDc3khH,Twerkd,53-004761,2017-01-06T00:00:00.000Z,5,Super fast tablet love it!,Purchased this for a gift for my mother who is a amazon fanatic she loves it ! Made her christmas this year,True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Hermosa,B018Y225IA,2017-02-20T00:00:00.000Z,5,great for my daughter to view videos,My daughter loves her tablet because she can carry it to all places,True
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,aaron,53-004729,2017-02-13T00:00:00.000Z,5,EXCELLENT,"Ok so when i got this tablet i was not expecting to much from it but now that i have used it...its AMAZING. PROS.their is no lag at all when play high graphic games, pretty easy to use, very fast speedCONS. in my opinion their is only 2 things that drive me insane the screen feels like plastic very uncomfortable and the camera is not the best but it is good for everyday life photos.OVERALL GET THIS TABLET BETTER Deal then the galaxy tab s2",True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Spanky,B010CEHQTG,2018-01-05T00:00:00.000Z,5,Delivers on promises,"Despite a less than friendly price point (if you don't get it on sale), this Amazon item is well designed and delivers on the promises in the hype and product description. The emphasis with this item is ""show"", so it's no surprise that sound quality does not compare with the Echo, but if you want the convenience of a voice controlled screen other than your phone, this product delivers. It's value is even greater when paired with other smart devices such as security cams. Another added bonus comes when friends or family also have a Show, so that you can do ""drop in"", which is essentially visual phone calls. It's great for checking on elderly family because it does not require them to be technically savvy.",True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Sparkle,B018Y225IA,2016-11-20T00:00:00.000Z,5,Great & Easy to Use.,"I bought two of these, one for my son and the other for nephew, they love it. I downloaded kidsmode on it and all their educational games they can play besides regular Games.",True
AWK8z0pOIwln0LfXlSxH,AWK8z0pOIwln0LfXlSxH,Tori,B01J24C0TI,2018-05-16T00:00:00.000Z,4,Great smart device,"Works well with smart home lights, door locks and wireless security cam",True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Mrjoe,53-004755,2017-05-19T00:00:00.000Z,5,Great tablet for kids.,My daughter loves it. Parental controls are simple makes it easy when monitoring what my kid is in to,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,kcladyz,53-004484,2016-11-15T00:00:00.000Z,3,frustrating compared to an android,Much harder to work than an android. None of the wallpaper apps I downloaded from the kindle store work on the device. many of the other apps look cheap on the display. other wise it is prettier and more responsive than the cheaper $49 tablet. They make it look like an android tablet but it is not. no google play. Everything is just harder to work than on a regular android BUT for a tablet under $100 it exceeds expectations. It is more responsive than other models of fire,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Belle,53-004484,2016-12-24T00:00:00.000Z,5,Very versatile.,This is my 2nd Fire tablet. I will alwyas need one. Just wish they lasted longer than 4 years.,True
AVpftoij1cnluZ0-p5n2,AVpftoij1cnluZ0-p5n2,BongSaw,B00IOYAM4I,2016-05-07T00:00:00.000Z,5,Works as promised.,"Easy to use, good battery life, great back lighting.",True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Schuesgirl2,53-004755,2017-02-04T00:00:00.000Z,5,Wonderful buy for my grandson!,"The Amazon Kids Fire keeps my grandson captivated with lots of activities. He loves that it's just right for his little hands. He makes sure that everyone in the family knows the Kindle belongs to him by saying, ""It's mine!""",True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Woodzy,53-004484,2017-03-10T00:00:00.000Z,5,Works great,Nicer than my old fire. Better screen area to view,True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Daniel,B010CEHQTG,2018-03-21T00:00:00.000Z,5,Great product.,The echo show works very well with Bluetooth and WiFi. Great sound and screen. Recommend to anyone,True
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,Naomi,53-004447,2017-11-17T00:00:00.000Z,5,Great book for reading,"The Amazon Kindle is a series of e-readers designed and marketed by Amazon. Amazon Kindle devices enable users to browse, buy, download, and read e-books, newspapers, magazines and other digital media via wireless networking to the Kindle Store.",False
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,doyson,B010CEHQTG,2017-12-16T00:00:00.000Z,5,Amazon Echo Show - Greatest Gift EVER,Great Gift for anyone. Very easy to setup. Coexist with all IOT Devices. Alexa is AWESOME!,True
AVqkIj9snnc1JgDc3khU,AVqkIj9snnc1JgDc3khU,jstac,B01AHB9C1E,2016-12-16T00:00:00.000Z,4,Great work giveaway item,Bought this for a work fundraiser and the recipient enjoyed it,True
AWK8z0pOIwln0LfXlSxH,AWK8z0pOIwln0LfXlSxH,Craigkoh,B01J24C0TI,2018-01-26T00:00:00.000Z,4,Great if you are an Alexa fan,"Use a lot of home automation and this is a great addtion. If you are not an Alexa or home automation fan I would recomend trying to catch this on sale, you may not need the screen a much as you think. The sound quality is great.",True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Selk,53-004484,2016-12-30T00:00:00.000Z,5,Super Nice Tablet,"I bought two of these Fire Tablets for gifts for my sons. They are both thrilled with the features. They use them for gaming, music, photo albums, emails and online activities. The HD is what sold me. I have a Kindle Fire 2nd generation and I enjoyed mine so much since 2012, I looked into getting this one.",True
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,INWOMAN,53-004729,2016-10-14T00:00:00.000Z,5,Kindle Fire,Bought this for my grandson. The first one had issues and Best Buy exchanged it. My grandson loves it!!!,True
AVqkIhkhv8e3D1O-lebZ,AVqkIhkhv8e3D1O-lebZ,Kilo,53-004763,2016-12-24T00:00:00.000Z,5,Awesome product,Very user friendly and straight forward instructions great for all ages,True
AVpidLjVilAPnD_xEVpI,AVpidLjVilAPnD_xEVpI,ddOH,53-004648,2017-07-20T00:00:00.000Z,5,Recommended by salesman,"Works great for my grandson - had the Geek squad get a security plan setup on it and him acquainted with it. Battery life not great, but with a bright 10 inch screen on a THIN tablet is not surprising.",True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Bears4710,B010CEHQTG,2017-12-22T00:00:00.000Z,3,Very slow,Only download was very slow and echo show didn’t make it worth having as a stand alone,False
AVqkIh9HQMlgsOJE6fu_,AVqkIh9HQMlgsOJE6fu_,Dqueen,53-004764,2017-01-16T00:00:00.000Z,5,Love my kindle,This is my second kindle. Have a few more items to learn. But love it. Easy to get around the apps.,True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Mommyof4,53-004755,2016-12-23T00:00:00.000Z,5,Great kids tablet,Bought this tablet for my five-year-old son he plays it every single day loves it great kid friendly tablet,True
AVqVGZN9QMlgsOJE6eUZ,AVqVGZN9QMlgsOJE6eUZ,Jetsboy,B00REQKWGA,2017-02-24T00:00:00.000Z,5,So happy,"I have had a Kindle for some time and was curious about the Oasis. It did not disappoint. It is very compact, even with the cover, and fits in a coat pocket. I really enjoy the size and the redesign which brings back hard buttons. Great device for home or on the go.",True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Virgil,53-004755,2016-12-24T00:00:00.000Z,5,Great Tablet for children,"My 5 year old sons love it , Seems to be well made .",True
AVphPmHuilAPnD_x3E5h,AVphPmHuilAPnD_x3E5h,QOE620,B00IOY8XWQ,2017-01-15T00:00:00.000Z,5,Great item,Works as expected. Very easy to use and does not hurt my eyes like a tablet would.,True
AVpfpK8KLJeJML43BCuD,AVpfpK8KLJeJML43BCuD,Jvier,53-004496,2017-07-29T00:00:00.000Z,2,Dissatisfied,I habe the echo and I bought this one fort my son's room but it's not as user friendly. I wish I would've just bought the other one.,False
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Ashman,B018Y225IA,2016-11-16T00:00:00.000Z,5,Great tablet,This is a great product at a great price I would definitely recommend this to anybody especially good for college students or people that read books etc.,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,washer,53-004484,2017-01-06T00:00:00.000Z,4,I'm happy with it,Great product and I'm very satisfied with it. I recommend it to other people.,True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Onaleona,B018Y225IA,2017-03-03T00:00:00.000Z,5,Great tablet,I have already got 2 from Best Buy before this is my third one,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,photodude,53-004484,2017-01-23T00:00:00.000Z,5,Good Tool,The Amazon-Fire is an inexpensive WiFi device we use for answering messages and is quickly shifted from person to person as well as moved from room to room.,True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Elnolo13,B018Y225IA,2016-12-26T00:00:00.000Z,5,Great for kids,"Gave it to my grandkids(ages 3, 4 & 9) for Christmas and they loved it.",True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,GwenG,53-004484,2016-12-23T00:00:00.000Z,4,Good tablet for basic needs,Good tablet for basic needs. Screens resolution is pretty good. Mostly using for reading and sometimes for watching movies/shows. Great feature is the possibility to use the card to expand the memory. Good product for great price!,True
AVpidLjVilAPnD_xEVpI,AVpidLjVilAPnD_xEVpI,Ckkparker,53-004648,2017-07-22T00:00:00.000Z,5,Love my Kindle Fire HD 10 16 GB,"I absolutely love my Kindle-Fire HD 10 16 GB. I can read it day OR night without light. And the picture quality is amazing! I haven't had any problems with it so far other than it's so thin, you need a case so you don't drop it. Very easy to add games, music, and books. I have even ordered items through Amazon without problems. I highly recommend this product.",True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,pura,B010CEHQTG,2017-08-21T00:00:00.000Z,4,Good product and quite useful,Amazon ECHO show is excellent with add-on video features. The screen is smaller than I expected but meet the requirements.,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,TheoG,53-004484,2017-01-18T00:00:00.000Z,3,A mediocre tablet,"Great value for the money. However, the operating system is a bit clunky. Constant notifications and messages to delete. Some can be turned off, other seem to just keep appearing. The reader app surprisingly is less than intuitive.",False
AWK8z0pOIwln0LfXlSxH,AWK8z0pOIwln0LfXlSxH,Simone,B01J24C0TI,2018-01-05T00:00:00.000Z,4,Great feature for a smart home.,Great product. I’m at the beginning stages of having a smart home and this was the perfect addition.,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,George,53-004484,2017-05-05T00:00:00.000Z,5,Great Reader,"This is our 2nd one, my wife was using my most of the time, so I got her one.",True
AVqkIj9snnc1JgDc3khU,AVqkIj9snnc1JgDc3khU,pogy,B01AHB9C1E,2017-01-06T00:00:00.000Z,5,great product,this is my second one and must have one of these at all times,True
AVpftoij1cnluZ0-p5n2,AVpftoij1cnluZ0-p5n2,Lester,B00IOYAM4I,2015-08-12T00:00:00.000Z,5,love it,i needed something to read in the sunlight other than fire hd,True
AWMjT0WguC1rwyj_rFh3,AWMjT0WguC1rwyj_rFh3,Karen,B06XB29FPF,2017-12-16T00:00:00.000Z,4,Great Gift Idea,We have two echo ourselves and purchased this as a gift for someone. We have smart plugs for our lamps that Alexa turns on/off.,True
AWMjT0WguC1rwyj_rFh3,AWMjT0WguC1rwyj_rFh3,gmort,B06XB29FPF,2018-01-20T00:00:00.000Z,5,Hello Alexa,I love having Alexa in my home. Alexa has helped from recipes to relaxing sleep sounds all night,True
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,arghe11282,53-004729,2017-06-10T00:00:00.000Z,4,Good tablet for basic purposes,I got this tablet for Skype calls and browsing. It's good if you don't have an ample scope of tasks,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,tamtts1948,53-004484,2016-12-10T00:00:00.000Z,5,Love it! Easy to use and fun,very good product and right on the cost! Great gift for the holidays.,True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,DJof4,53-004755,2017-02-13T00:00:00.000Z,3,great beginners kids tablet,"The tablet is pretty good, I would give it 5 stars if you are able to download an use apps from the Google store, that is one of my only big complaint. And also how fast the SD card got filled with items from Amazon OS that's on the tablet without the user knowing. On the other hand, With four kids using tablets as reward time it helps the kids free time is awesome it useful",False
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Maaroo,B010CEHQTG,2017-11-15T00:00:00.000Z,4,A lot of fun & very useful,"Love it, bought one for everyone in the family.. I know they’ll love it too",True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,KatNat,53-004484,2017-02-25T00:00:00.000Z,4,Easy to use; minimal set-up needed,"My only dislike is that being a Kindle, my Kindle books cannot be sorted into categories. It's harder to find new books I've downloaded some time ago when I have to search through all of them.",True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,nicole,53-004755,2017-01-18T00:00:00.000Z,5,great for kids,best money I ever spent for my grand child she just love it,True
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,D7162,53-004683,2017-01-07T00:00:00.000Z,5,Great first tablet,"Excellent product,my children love this item. Thanks",True
AVpidLjVilAPnD_xEVpI,AVpidLjVilAPnD_xEVpI,Hiltonhead,53-004648,2017-01-28T00:00:00.000Z,5,Awesome,I love my original Kindle Fire but the size and features on the latest Kindle are a plus,True
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Reneerid,53-004683,2017-01-23T00:00:00.000Z,5,Granddaughters love it.,They learned how to use it very quickly! Great for travelling in the car...reduces boredom!,True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,wbp874,B010CEHQTG,2017-09-02T00:00:00.000Z,5,The best echo yet!,"With this you can make calls to other echo shows. Or using the app you can call others that have the a show. I haven't used this feature yet since I'm the only one I know who has one. I can tell you that while using the app at home or away from home off the network you can call the show. I did this while at work to check it out and caught my son coming in the back door. I freaked him out but after he settled down we chatted via video chat for awhile and both agreed it was awesome! You could also just drop into the show from the app to check on the house or whatever, wherever you have it. Keep in mind you're only gonna see what it's pointed at. The camera doesn't move. Plus in its natural form it is tilted back slightly so it point upward. There are stands on amazon the correct the tilt to make it straight up and down. Almost forgot but the speakers are amazing! You can link multiple echos together to play music. I have the show in my living room an echo in my bedroom and the dot connected to a JBL speaker in another room. After set up through the app I can tell Alexa to play music and they all come to life.",True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,trbldwine3,53-004755,2017-02-26T00:00:00.000Z,4,Great for kids,great tablet for kids with amazon bonuses. don't have to worry about what content my kid is accessing.,True
AWK8z0pOIwln0LfXlSxH,AWK8z0pOIwln0LfXlSxH,Parmar,B01J24C0TI,2017-12-01T00:00:00.000Z,5,TERRIFIC!!!!!,"BUY IT !The video adds great value to the songs, news, etc.Also, accessing videos such as Netflix adds greatly.",True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,shorty,B018Y225IA,2016-07-20T00:00:00.000Z,4,great for the things I have put on it and use it,if you use it for certain things it's great. Can find most everything on it. Only a few things that can't be downloaded or found in the appstore,True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Darius,B018Y225IA,2017-01-18T00:00:00.000Z,5,Great tablet for kids,My kids love this product it keeps them busy anytime of day,True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Tim68,B010CEHQTG,2017-12-22T00:00:00.000Z,4,Good product to have in the house,Product works well and is fairly simple to operate,True
AVpfpK8KLJeJML43BCuD,AVpfpK8KLJeJML43BCuD,Albert,53-004496,2016-10-30T00:00:00.000Z,1,Not a good product,"hard to use, and does not support Guam. online instructions not clear",False
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Jorge6541,53-004755,2016-12-16T00:00:00.000Z,1,Not kid friendly,"Cumbersome, complicated and not kid friendly..... went with Apple, suggesting you do too.",False
AVphPmHuilAPnD_x3E5h,AVphPmHuilAPnD_x3E5h,Erik,B00IOY8XWQ,2016-10-14T00:00:00.000Z,3,"Okay so far, nothing to mentioned bad or especiall",Have had it for a while noe. A littlebit unusual to press so hard to change page but now starting to get used to it.,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Eswole,53-004484,2017-03-15T00:00:00.000Z,5,Everything you expect,Works great with my amazon prime account and for browsing Internet and playing game. Cheap tablet as well.,True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Falloutboy210,B010CEHQTG,2018-05-18T00:00:00.000Z,5,The Screen changes everything.,"It's at its heart an echo, but having a screen on it, with 1000s of things to do with it make it a much easier recommendation over the simarly priced screenless echo plus",True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Juligvkm,53-004755,2017-01-27T00:00:00.000Z,4,Girl tablet,I like that the tablet has child settings and time usage. Very helpful in setting time limits.,True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Mbat,53-004755,2016-12-13T00:00:00.000Z,5,Fire kids edition,I bought this for a family member with a disability. I didn't see any reviews for this purpose but so far it is working well. I felt the case would help if it was accidentally dropped.,True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Iavn1,53-004755,2017-05-19T00:00:00.000Z,3,Ok,You get what you pay for Was not to happy but for a 3 year old it's ok,False
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,jennieb1,53-004683,2017-01-18T00:00:00.000Z,5,Kids love it!,My kids love their amazon kindles! They can take them anywhere and play on them! Great battery life!,True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Justme,53-004755,2016-08-29T00:00:00.000Z,4,Love it for my granddaughter!,"Easy to hold, access to some free games - just be careful if you have 1-click payment option. My 3 year old charged $16 to my account in 3 days. Good news - I received emails about the purchases and was able to get help in stopping the process from happening too often. She loves the ""FIRE""",True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,bobalouie101,53-004484,2017-03-20T00:00:00.000Z,4,Very nice,"This is the best device I have found for my e-books. I know it can be used for a lot more, but it is my library in my hand.",True
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,ianmckaye,53-004447,2018-04-16T00:00:00.000Z,5,My wife loves it,"My wife loves to read, but she was always hesitant to try ebooks. She used to think that ebooks could never have the same tactile feel as a physical book. I talked her into it by telling her its lighter, easier to hold, can hold thousands of books and if she hated it we can return it. But she loves ebooks now and doesnt want to go back. She also found out that Amazon has a lot of books which cost nothing, namely classics and such...I think. If you like to read in the dark then get the paperwhite version. The LED's are a nice touch.",True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Value6,53-004755,2017-01-23T00:00:00.000Z,5,So far so good,"Works as described. Love the kid friendly foam protector. It stopped working within 2 months of purchase. Amazon just sent new one without a real fuss. Inconvenient, but no real fuss. I hope this one lasts longer.",True
